Year,Exporter,Exporter_Region,Exporter_Alliance,UNSC_Permanent_Member,Importer,Importer_Region,Weapon_Category,Weapon_Subtype,Weapon_Class,Deal_Value_USD_M,Quantity,Deal_Framework,Technology_Transfer,Delivery_Timeline_Months,Importer_GDP_Per_Capita,Importer_Political_Stability,Importer_Democracy_Index,Importer_Conflict_Proximity,Active_Territorial_Dispute,Natural_Resource_Dependence,Importer_Military_Spend_Pct_GDP,Arms_Import_Trend,UN_Embargo,Escalation_Risk
2023,Russia,Europe & Central Asia,Non-Aligned,Yes,Saudi Arabia,Middle East & North Africa,Combat Aircraft,UAV/Drone,Offensive,652.1,1,Bilateral Defence Pact,Yes,64,21632,4.9,1.7,Yes,No,High,4.4,Declining,No,High
2008,China,East Asia & Pacific,Non-Aligned,Yes,Indonesia,East Asia & Pacific,Armoured Vehicles,IFV,Offensive,23.0,8,Direct Commercial Sale,Yes,26,4279,5.5,6.4,No,Yes,Medium,1.1,Declining,No,Medium
2013,South Korea,East Asia & Pacific,Non-NATO Ally,No,Bangladesh,South Asia,Armoured Vehicles,APC,Defensive,58.2,51,Government-to-Government,No,6,2711,3.5,4.1,No,No,Low,1.9,Stable,No,Medium
2024,United Kingdom,Europe & Central Asia,NATO,Yes,Peru,Latin America & Caribbean,Artillery & Ammunition,Mortar System,Offensive,48.1,29,Offset Agreement,Yes,23,6698,5.0,6.0,No,No,Medium,2.6,Stable,No,Low
2014,Germany,Europe & Central Asia,NATO,No,Bangladesh,South Asia,Armoured Vehicles,APC,Defensive,68.7,1,Foreign Military Sales (FMS),Yes,24,2492,4.4,5.0,No,No,Low,1.7,Declining,No,Low
2010,United States,North America,NATO,Yes,Qatar,Middle East & North Africa,Combat Aircraft,Trainer/Light Combat,Defensive,628.9,118,Offset Agreement,Yes,71,62358,7.0,2.3,No,No,High,1.3,Stable,No,Low
2018,Russia,Europe & Central Asia,Non-Aligned,Yes,Mexico,Latin America & Caribbean,Helicopters,Utility Helicopter,Defensive,99.5,12,Government-to-Government,No,47,9980,3.6,6.5,Yes,No,Medium,4.3,Accelerating,No,High
2008,China,East Asia & Pacific,Non-Aligned,Yes,South Korea,East Asia & Pacific,Naval Vessels,Submarine,Offensive,276.3,66,Direct Commercial Sale,No,68,32214,6.8,7.3,Yes,Yes,Low,6.1,Stable,No,High
2024,China,East Asia & Pacific,Non-Aligned,Yes,Vietnam,East Asia & Pacific,Missiles & Air Defence,Cruise Missile,Offensive,150.2,2,Bilateral Defence Pact,No,15,3900,6.3,1.6,No,Yes,Low,2.0,Stable,No,Medium
2019,France,Europe & Central Asia,NATO,Yes,UAE,Middle East & North Africa,Combat Aircraft,Trainer/Light Combat,Defensive,575.1,1,Direct Commercial Sale,No,53,43593,7.5,2.7,No,No,High,1.6,Stable,No,Medium
2023,China,East Asia & Pacific,Non-Aligned,Yes,Angola,Sub-Saharan Africa,Naval Vessels,Frigate,Offensive,65.0,124,Bilateral Defence Pact,Yes,38,2480,3.9,2.6,No,No,High,2.8,Declining,No,Medium
2018,China,East Asia & Pacific,Non-Aligned,Yes,Egypt,Middle East & North Africa,Artillery & Ammunition,Mortar System,Offensive,6.0,30,Government-to-Government,No,6,3416,3.6,2.3,Yes,No,Medium,2.4,Accelerating,No,High
2016,Italy,Europe & Central Asia,NATO,No,Ethiopia,Sub-Saharan Africa,Missiles & Air Defence,MANPADS,Defensive,176.6,64,Foreign Military Sales (FMS),Yes,17,1027,2.0,2.4,Yes,Yes,Low,5.1,Declining,Yes,High
2012,China,East Asia & Pacific,Non-Aligned,Yes,Thailand,East Asia & Pacific,Missiles & Air Defence,SAM System,Defensive,57.3,9,Bilateral Defence Pact,No,37,7348,4.3,4.8,No,No,Low,2.3,Stable,No,Low
2022,Russia,Europe & Central Asia,Non-Aligned,Yes,Egypt,Middle East & North Africa,Artillery & Ammunition,Guided Munitions,Offensive,19.8,11,Bilateral Defence Pact,No,25,3446,3.8,2.9,Yes,No,Medium,4.3,Stable,No,High
2008,Russia,Europe & Central Asia,Non-Aligned,Yes,Taiwan,East Asia & Pacific,Missiles & Air Defence,SAM System,Defensive,215.0,5,Offset Agreement,Yes,38,32961,5.5,8.9,Yes,Yes,Low,4.7,Stable,No,High
2011,Germany,Europe & Central Asia,NATO,No,Egypt,Middle East & North Africa,Helicopters,Naval Helicopter,Defensive,84.8,63,Government-to-Government,No,27,3568,3.3,2.8,Yes,No,Medium,3.9,Stable,No,Medium
2014,United States,North America,NATO,Yes,Japan,East Asia & Pacific,Armoured Vehicles,MRAP,Defensive,105.7,35,Bilateral Defence Pact,Yes,8,38191,8.1,8.8,No,Yes,Low,2.5,Stable,No,Low
2020,France,Europe & Central Asia,NATO,Yes,Bangladesh,South Asia,Missiles & Air Defence,SAM System,Defensive,179.5,183,Direct Commercial Sale,No,40,2683,3.6,4.1,No,No,Low,2.4,Declining,No,Low
2020,Russia,Europe & Central Asia,Non-Aligned,Yes,South Korea,East Asia & Pacific,Missiles & Air Defence,Anti-Ship Missile,Offensive,138.8,151,Bilateral Defence Pact,No,36,30780,6.4,8.1,Yes,Yes,Low,5.6,Stable,No,Medium
2015,Germany,Europe & Central Asia,NATO,No,Chile,Latin America & Caribbean,Artillery & Ammunition,MLRS,Offensive,60.7,143,Government-to-Government,No,28,14512,6.8,7.2,No,No,Medium,2.6,Stable,No,Low
2005,Italy,Europe & Central Asia,NATO,No,UAE,Middle East & North Africa,Naval Vessels,Frigate,Offensive,565.6,21,Government-to-Government,No,28,47255,6.5,2.7,No,No,High,2.0,Declining,No,Medium
2012,China,East Asia & Pacific,Non-Aligned,Yes,India,South Asia,Combat Aircraft,UAV/Drone,Offensive,359.3,144,Foreign Military Sales (FMS),No,66,2582,4.7,6.9,Yes,Yes,Low,3.6,Stable,No,High
2011,Russia,Europe & Central Asia,Non-Aligned,Yes,UAE,Middle East & North Africa,Helicopters,Transport Helicopter,Defensive,45.8,7,Bilateral Defence Pact,No,28,41860,7.5,1.9,No,No,High,2.3,Declining,No,Low
2022,Italy,Europe & Central Asia,NATO,No,Ukraine,Europe & Central Asia,Missiles & Air Defence,Anti-Ship Missile,Offensive,242.5,1,Foreign Military Sales (FMS),No,25,4131,2.1,5.3,Yes,Yes,Low,3.8,Accelerating,Yes,High
2022,Germany,Europe & Central Asia,NATO,No,Kazakhstan,Europe & Central Asia,Combat Aircraft,UAV/Drone,Offensive,668.7,85,Offset Agreement,Yes,51,9785,4.7,3.0,No,No,High,2.3,Accelerating,No,High
2023,South Korea,East Asia & Pacific,Non-NATO Ally,No,Qatar,Middle East & North Africa,Combat Aircraft,UAV/Drone,Offensive,567.4,1,Government-to-Government,No,25,60214,6.4,1.7,No,No,High,1.7,Declining,No,Medium
2009,Germany,Europe & Central Asia,NATO,No,Ethiopia,Sub-Saharan Africa,Missiles & Air Defence,MANPADS,Defensive,215.5,1,Direct Commercial Sale,Yes,26,944,2.3,2.3,Yes,Yes,Low,5.8,Stable,Yes,High
2019,United States,North America,NATO,Yes,Algeria,Middle East & North Africa,Artillery & Ammunition,Mortar System,Offensive,41.4,51,Offset Agreement,Yes,20,4274,3.7,3.2,Yes,Yes,High,4.4,Accelerating,No,High
2022,Germany,Europe & Central Asia,NATO,No,Pakistan,South Asia,Missiles & Air Defence,Anti-Ship Missile,Offensive,234.3,129,Bilateral Defence Pact,No,23,1441,2.9,3.8,Yes,Yes,Low,2.1,Declining,No,High
2006,France,Europe & Central Asia,NATO,Yes,Norway,Europe & Central Asia,Sensors & Electronics,Targeting Pod,Offensive,115.3,139,Direct Commercial Sale,No,8,81185,7.8,9.2,No,No,High,1.3,Accelerating,No,Low
2014,United States,North America,NATO,Yes,South Korea,East Asia & Pacific,Sensors & Electronics,C4ISR Package,Defensive,26.7,167,Bilateral Defence Pact,No,28,30677,6.4,7.5,Yes,Yes,Low,5.9,Declining,No,Medium
2008,Russia,Europe & Central Asia,Non-Aligned,Yes,Japan,East Asia & Pacific,Sensors & Electronics,C4ISR Package,Defensive,34.6,41,Government-to-Government,No,18,36480,8.1,8.8,No,Yes,Low,1.3,Accelerating,No,Low
2020,Russia,Europe & Central Asia,Non-Aligned,Yes,Peru,Latin America & Caribbean,Combat Aircraft,Fighter Jet,Offensive,271.5,51,Government-to-Government,No,57,8161,4.7,6.5,No,No,Medium,2.7,Stable,No,Medium
2005,Russia,Europe & Central Asia,Non-Aligned,Yes,Japan,East Asia & Pacific,Combat Aircraft,Trainer/Light Combat,Defensive,172.3,29,Government-to-Government,No,38,41021,8.2,8.0,No,Yes,Low,2.0,Stable,No,Low
2019,Russia,Europe & Central Asia,Non-Aligned,Yes,Poland,Europe & Central Asia,Artillery & Ammunition,Self-Propelled Howitzer,Offensive,30.9,25,Direct Commercial Sale,No,11,17538,6.9,7.9,Yes,No,Low,2.4,Stable,No,Medium
2021,Russia,Europe & Central Asia,Non-Aligned,Yes,Thailand,East Asia & Pacific,Naval Vessels,Frigate,Offensive,469.8,26,Foreign Military Sales (FMS),No,66,6741,4.2,5.2,No,No,Low,2.5,Accelerating,No,Medium
2012,China,East Asia & Pacific,Non-Aligned,Yes,UAE,Middle East & North Africa,Armoured Vehicles,Main Battle Tank,Offensive,42.7,1,Foreign Military Sales (FMS),Yes,23,49851,7.0,2.6,No,No,High,2.1,Accelerating,No,Medium
2011,United States,North America,NATO,Yes,Peru,Latin America & Caribbean,Naval Vessels,Corvette,Offensive,348.8,33,Direct Commercial Sale,No,69,6822,5.2,5.8,No,No,Medium,1.4,Accelerating,No,Medium
2007,United States,North America,NATO,Yes,Chile,Latin America & Caribbean,Helicopters,Utility Helicopter,Defensive,35.1,72,Government-to-Government,No,15,16040,6.8,7.8,No,No,Medium,1.4,Stable,No,Low
2024,United States,North America,NATO,Yes,Colombia,Latin America & Caribbean,Sensors & Electronics,Targeting Pod,Offensive,14.7,43,Direct Commercial Sale,Yes,25,6427,3.7,6.8,Yes,No,Medium,5.3,Stable,No,High
2021,China,East Asia & Pacific,Non-Aligned,Yes,Vietnam,East Asia & Pacific,Armoured Vehicles,IFV,Offensive,6.0,4,Multilateral Programme,Yes,11,3559,5.6,2.3,No,Yes,Low,2.1,Accelerating,No,Medium
2014,France,Europe & Central Asia,NATO,Yes,Morocco,Middle East & North Africa,Small Arms & Light Weapons,Assault Rifle Batch,Offensive,9.3,1,Offset Agreement,Yes,11,3258,5.2,4.3,No,Yes,Medium,2.9,Accelerating,No,High
2013,Russia,Europe & Central Asia,Non-Aligned,Yes,Kenya,Sub-Saharan Africa,Small Arms & Light Weapons,Sniper System,Offensive,11.2,2,Government-to-Government,Yes,22,1691,4.1,5.4,Yes,No,Low,4.5,Stable,No,High
2019,South Korea,East Asia & Pacific,Non-NATO Ally,No,Greece,Europe & Central Asia,Artillery & Ammunition,Mortar System,Offensive,26.4,3,Bilateral Defence Pact,No,24,18078,6.4,7.4,Yes,Yes,Low,4.8,Stable,No,High
2015,France,Europe & Central Asia,NATO,Yes,Norway,Europe & Central Asia,Armoured Vehicles,IFV,Offensive,39.4,10,Direct Commercial Sale,Yes,21,76138,8.6,9.8,No,No,High,1.0,Stable,No,Low
2008,United Kingdom,Europe & Central Asia,NATO,Yes,Brazil,Latin America & Caribbean,Missiles & Air Defence,Anti-Ship Missile,Offensive,178.1,2,Foreign Military Sales (FMS),Yes,18,8636,4.8,7.1,No,No,Medium,2.5,Stable,No,Low
2005,Italy,Europe & Central Asia,NATO,No,Norway,Europe & Central Asia,Sensors & Electronics,Targeting Pod,Offensive,91.2,94,Direct Commercial Sale,Yes,13,77132,8.7,9.2,No,No,High,2.1,Stable,No,Low
2021,United Kingdom,Europe & Central Asia,NATO,Yes,Brazil,Latin America & Caribbean,Armoured Vehicles,APC,Defensive,52.4,62,Direct Commercial Sale,No,28,9031,4.8,6.0,No,No,Medium,1.2,Stable,No,Low
2016,Russia,Europe & Central Asia,Non-Aligned,Yes,Saudi Arabia,Middle East & North Africa,Armoured Vehicles,IFV,Offensive,100.1,13,Offset Agreement,Yes,22,23670,4.2,2.1,Yes,No,High,3.5,Declining,No,Medium
2011,China,East Asia & Pacific,Non-Aligned,Yes,Romania,Europe & Central Asia,Artillery & Ammunition,Self-Propelled Howitzer,Offensive,53.9,2,Foreign Military Sales (FMS),Yes,25,15330,5.5,6.7,Yes,No,Low,4.3,Stable,No,Medium
2012,Germany,Europe & Central Asia,NATO,No,Angola,Sub-Saharan Africa,Armoured Vehicles,MRAP,Defensive,79.3,40,Government-to-Government,No,22,2474,4.3,2.4,No,No,High,1.8,Stable,No,Low
2019,Russia,Europe & Central Asia,Non-Aligned,Yes,Bangladesh,South Asia,Missiles & Air Defence,MANPADS,Defensive,170.0,2,Government-to-Government,Yes,16,2886,4.3,3.8,No,No,Low,0.9,Stable,No,Medium
2022,China,East Asia & Pacific,Non-Aligned,Yes,Romania,Europe & Central Asia,Combat Aircraft,UAV/Drone,Offensive,254.7,3,Bilateral Defence Pact,Yes,69,15522,5.7,7.3,Yes,No,Low,5.3,Stable,No,High
2022,Russia,Europe & Central Asia,Non-Aligned,Yes,Poland,Europe & Central Asia,Missiles & Air Defence,Anti-Ship Missile,Offensive,311.9,2,Foreign Military Sales (FMS),No,43,18631,6.3,8.0,Yes,No,Low,5.2,Accelerating,No,Medium
2021,France,Europe & Central Asia,NATO,Yes,Kenya,Sub-Saharan Africa,Armoured Vehicles,APC,Defensive,22.9,10,Bilateral Defence Pact,Yes,23,1935,4.7,5.3,Yes,No,Low,3.1,Stable,No,Medium
2021,Russia,Europe & Central Asia,Non-Aligned,Yes,Saudi Arabia,Middle East & North Africa,Artillery & Ammunition,Mortar System,Offensive,28.6,23,Bilateral Defence Pact,No,22,22478,5.0,1.5,Yes,No,High,3.7,Stable,No,High
2010,Spain,Europe & Central Asia,NATO,No,Greece,Europe & Central Asia,Missiles & Air Defence,SAM System,Defensive,90.7,21,Bilateral Defence Pact,No,46,20404,6.5,7.7,Yes,Yes,Low,3.0,Accelerating,No,High
2023,China,East Asia & Pacific,Non-Aligned,Yes,Peru,Latin America & Caribbean,Small Arms & Light Weapons,Assault Rifle Batch,Offensive,6.9,65,Bilateral Defence Pact,No,12,6803,4.8,6.6,No,No,Medium,3.0,Stable,No,Low
2006,United States,North America,NATO,Yes,Nigeria,Sub-Saharan Africa,Sensors & Electronics,Targeting Pod,Offensive,10.3,2,Direct Commercial Sale,No,6,2424,3.2,4.8,Yes,No,High,2.3,Accelerating,No,High
2018,France,Europe & Central Asia,NATO,Yes,Pakistan,South Asia,Armoured Vehicles,MRAP,Defensive,45.4,2,Government-to-Government,No,26,1452,3.3,4.0,Yes,Yes,Low,2.1,Declining,No,High
2015,United Kingdom,Europe & Central Asia,NATO,Yes,Iraq,Middle East & North Africa,Armoured Vehicles,APC,Defensive,87.1,38,Offset Agreement,No,8,4720,2.3,3.4,Yes,Yes,High,3.6,Accelerating,No,High
2022,United States,North America,NATO,Yes,Vietnam,East Asia & Pacific,Helicopters,Utility Helicopter,Defensive,194.9,3,Direct Commercial Sale,No,26,3611,4.4,2.8,No,Yes,Low,2.3,Accelerating,No,High
2023,United States,North America,NATO,Yes,Chile,Latin America & Caribbean,Artillery & Ammunition,Self-Propelled Howitzer,Offensive,6.2,62,Bilateral Defence Pact,No,12,15331,7.0,7.7,No,No,Medium,1.2,Stable,No,Low
2021,South Korea,East Asia & Pacific,Non-NATO Ally,No,Kenya,Sub-Saharan Africa,Naval Vessels,Corvette,Offensive,551.5,116,Multilateral Programme,No,39,1902,4.5,5.5,Yes,No,Low,4.7,Accelerating,No,High
2019,United States,North America,NATO,Yes,Norway,Europe & Central Asia,Armoured Vehicles,MRAP,Defensive,31.6,151,Foreign Military Sales (FMS),No,7,77530,8.7,9.6,No,No,High,2.6,Stable,No,Low
2018,Germany,Europe & Central Asia,NATO,No,Qatar,Middle East & North Africa,Sensors & Electronics,Radar System,Defensive,70.0,90,Bilateral Defence Pact,Yes,29,61904,6.5,2.3,No,No,High,2.9,Stable,No,Medium
2012,Israel,Middle East & North Africa,Non-NATO Ally,No,Morocco,Middle East & North Africa,Naval Vessels,Patrol Boat,Defensive,497.9,120,Direct Commercial Sale,No,56,3645,5.1,4.5,No,Yes,Medium,2.4,Accelerating,No,Medium
2009,Israel,Middle East & North Africa,Non-NATO Ally,No,Greece,Europe & Central Asia,Artillery & Ammunition,Self-Propelled Howitzer,Offensive,31.7,1,Foreign Military Sales (FMS),No,18,19309,6.2,7.7,Yes,Yes,Low,2.1,Stable,No,Medium
2022,Russia,Europe & Central Asia,Non-Aligned,Yes,Taiwan,East Asia & Pacific,Naval Vessels,Corvette,Offensive,500.8,19,Direct Commercial Sale,No,46,28195,6.0,8.3,Yes,Yes,Low,2.6,Accelerating,No,High
2008,United States,North America,NATO,Yes,Vietnam,East Asia & Pacific,Armoured Vehicles,APC,Defensive,62.4,10,Multilateral Programme,No,21,3615,5.6,1.5,No,Yes,Low,2.4,Accelerating,No,Medium
2012,China,East Asia & Pacific,Non-Aligned,Yes,Greece,Europe & Central Asia,Missiles & Air Defence,SAM System,Defensive,80.8,30,Offset Agreement,No,39,19133,5.3,7.3,Yes,Yes,Low,4.7,Declining,No,Medium
2012,France,Europe & Central Asia,NATO,Yes,Egypt,Middle East & North Africa,Naval Vessels,Submarine,Offensive,501.4,3,Bilateral Defence Pact,Yes,33,3383,4.4,2.5,Yes,No,Medium,6.1,Accelerating,No,High
2007,China,East Asia & Pacific,Non-Aligned,Yes,Mexico,Latin America & Caribbean,Artillery & Ammunition,Mortar System,Offensive,17.5,40,Bilateral Defence Pact,Yes,12,9865,3.6,6.2,Yes,No,Medium,5.3,Declining,No,Medium
2018,Russia,Europe & Central Asia,Non-Aligned,Yes,Australia,East Asia & Pacific,Combat Aircraft,UAV/Drone,Offensive,423.2,75,Multilateral Programme,Yes,56,54045,8.9,8.7,No,No,Medium,2.0,Stable,No,Low
2017,China,East Asia & Pacific,Non-Aligned,Yes,Egypt,Middle East & North Africa,Artillery & Ammunition,MLRS,Offensive,20.0,1,Government-to-Government,No,22,3521,3.6,3.1,Yes,No,Medium,6.1,Declining,No,Medium
2021,Germany,Europe & Central Asia,NATO,No,Qatar,Middle East & North Africa,Artillery & Ammunition,MLRS,Offensive,62.0,74,Offset Agreement,Yes,29,58971,5.8,2.6,No,No,High,1.5,Accelerating,No,Medium
2021,France,Europe & Central Asia,NATO,Yes,Taiwan,East Asia & Pacific,Armoured Vehicles,Main Battle Tank,Offensive,126.1,10,Government-to-Government,Yes,6,36383,5.8,8.4,Yes,Yes,Low,3.6,Declining,No,Medium
2018,Israel,Middle East & North Africa,Non-NATO Ally,No,Poland,Europe & Central Asia,Sensors & Electronics,C4ISR Package,Defensive,27.2,3,Bilateral Defence Pact,No,7,16310,7.1,7.2,Yes,No,Low,3.1,Stable,No,Low
2011,China,East Asia & Pacific,Non-Aligned,Yes,Saudi Arabia,Middle East & North Africa,Armoured Vehicles,APC,Defensive,128.6,183,Foreign Military Sales (FMS),No,18,23770,4.5,2.0,Yes,No,High,4.1,Stable,No,High
2023,Russia,Europe & Central Asia,Non-Aligned,Yes,Thailand,East Asia & Pacific,Artillery & Ammunition,Mortar System,Offensive,13.9,51,Bilateral Defence Pact,Yes,13,6401,5.3,5.1,No,No,Low,0.9,Declining,No,Low
2016,United States,North America,NATO,Yes,Bangladesh,South Asia,Naval Vessels,Corvette,Offensive,249.6,21,Foreign Military Sales (FMS),No,39,2400,3.7,4.2,No,No,Low,2.4,Declining,No,Medium
2019,France,Europe & Central Asia,NATO,Yes,Mexico,Latin America & Caribbean,Missiles & Air Defence,Cruise Missile,Offensive,259.1,3,Government-to-Government,No,40,9619,3.5,6.0,Yes,No,Medium,3.3,Stable,No,High
2016,United States,North America,NATO,Yes,Saudi Arabia,Middle East & North Africa,Missiles & Air Defence,SAM System,Defensive,312.6,152,Bilateral Defence Pact,Yes,39,22093,4.7,2.4,Yes,No,High,3.4,Stable,No,High
2022,United Kingdom,Europe & Central Asia,NATO,Yes,Ukraine,Europe & Central Asia,Naval Vessels,Patrol Boat,Defensive,145.3,13,Bilateral Defence Pact,No,34,4138,1.9,5.8,Yes,Yes,Low,2.4,Accelerating,No,High
2016,South Korea,East Asia & Pacific,Non-NATO Ally,No,Kenya,Sub-Saharan Africa,Missiles & Air Defence,Cruise Missile,Offensive,89.5,163,Direct Commercial Sale,No,30,2094,4.4,5.6,Yes,No,Low,3.5,Accelerating,No,Medium
2020,United States,North America,NATO,Yes,India,South Asia,Combat Aircraft,UAV/Drone,Offensive,166.9,65,Government-to-Government,Yes,40,2836,5.7,6.7,Yes,Yes,Low,3.7,Stable,No,High
2019,Russia,Europe & Central Asia,Non-Aligned,Yes,Philippines,East Asia & Pacific,Missiles & Air Defence,Anti-Ship Missile,Offensive,200.5,8,Multilateral Programme,Yes,14,3653,3.8,6.7,Yes,Yes,Low,6.3,Accelerating,No,High
2005,France,Europe & Central Asia,NATO,Yes,Australia,East Asia & Pacific,Combat Aircraft,Trainer/Light Combat,Defensive,141.9,11,Direct Commercial Sale,Yes,32,51207,8.7,9.2,No,No,Medium,1.2,Stable,No,Low
2022,France,Europe & Central Asia,NATO,Yes,Mexico,Latin America & Caribbean,Combat Aircraft,UAV/Drone,Offensive,611.2,7,Offset Agreement,Yes,28,9396,3.1,6.2,Yes,No,Medium,4.8,Stable,No,High
2021,Germany,Europe & Central Asia,NATO,No,Kazakhstan,Europe & Central Asia,Helicopters,Attack Helicopter,Offensive,65.3,36,Bilateral Defence Pact,No,14,10005,5.1,4.0,No,No,High,2.0,Accelerating,No,Medium
2013,Russia,Europe & Central Asia,Non-Aligned,Yes,Japan,East Asia & Pacific,Armoured Vehicles,IFV,Offensive,61.5,157,Offset Agreement,Yes,19,39920,7.9,8.8,No,Yes,Low,1.9,Stable,No,Low
2020,Russia,Europe & Central Asia,Non-Aligned,Yes,Nigeria,Sub-Saharan Africa,Naval Vessels,Frigate,Offensive,466.3,196,Offset Agreement,Yes,43,2315,3.0,4.8,Yes,No,High,2.1,Declining,No,High
2010,Israel,Middle East & North Africa,Non-NATO Ally,No,Mexico,Latin America & Caribbean,Armoured Vehicles,APC,Defensive,110.1,78,Bilateral Defence Pact,No,9,9594,3.6,5.4,Yes,No,Medium,6.1,Stable,No,High
2024,Italy,Europe & Central Asia,NATO,No,Indonesia,East Asia & Pacific,Armoured Vehicles,Main Battle Tank,Offensive,71.1,105,Direct Commercial Sale,No,25,4194,5.6,6.7,No,Yes,Medium,2.5,Accelerating,No,Medium
2022,Spain,Europe & Central Asia,NATO,No,Brazil,Latin America & Caribbean,Missiles & Air Defence,MANPADS,Defensive,123.7,12,Direct Commercial Sale,Yes,12,8515,4.8,5.4,No,No,Medium,1.7,Accelerating,No,Low
2017,United States,North America,NATO,Yes,Colombia,Latin America & Caribbean,Sensors & Electronics,Targeting Pod,Offensive,93.7,41,Foreign Military Sales (FMS),Yes,12,6812,4.5,6.4,Yes,No,Medium,6.5,Accelerating,No,High
2021,France,Europe & Central Asia,NATO,Yes,Algeria,Middle East & North Africa,Combat Aircraft,UAV/Drone,Offensive,590.1,10,Foreign Military Sales (FMS),No,44,3771,3.6,3.8,Yes,Yes,High,4.2,Stable,No,High
2018,Germany,Europe & Central Asia,NATO,No,Poland,Europe & Central Asia,Missiles & Air Defence,MANPADS,Defensive,93.7,1,Offset Agreement,Yes,32,17418,7.6,8.0,Yes,No,Low,5.3,Stable,No,Medium
2022,Germany,Europe & Central Asia,NATO,No,Romania,Europe & Central Asia,Naval Vessels,Submarine,Offensive,507.3,52,Foreign Military Sales (FMS),No,50,16348,6.5,6.3,Yes,No,Low,2.2,Accelerating,No,Medium
2013,United States,North America,NATO,Yes,India,South Asia,Missiles & Air Defence,Anti-Ship Missile,Offensive,63.8,33,Government-to-Government,No,30,2369,5.6,6.0,Yes,Yes,Low,2.6,Accelerating,No,High
2017,China,East Asia & Pacific,Non-Aligned,Yes,Greece,Europe & Central Asia,Armoured Vehicles,MRAP,Defensive,29.5,35,Government-to-Government,No,11,18844,6.7,7.3,Yes,Yes,Low,2.2,Accelerating,No,Medium
2021,Russia,Europe & Central Asia,Non-Aligned,Yes,Ukraine,Europe & Central Asia,Artillery & Ammunition,Self-Propelled Howitzer,Offensive,56.4,3,Direct Commercial Sale,No,9,3736,2.2,5.4,Yes,Yes,Low,3.2,Accelerating,No,High
2005,Italy,Europe & Central Asia,NATO,No,Kazakhstan,Europe & Central Asia,Combat Aircraft,Fighter Jet,Offensive,500.7,1,Bilateral Defence Pact,No,51,9981,5.3,2.3,No,No,High,0.9,Stable,No,Medium
2017,Israel,Middle East & North Africa,Non-NATO Ally,No,Bangladesh,South Asia,Missiles & Air Defence,SAM System,Defensive,101.0,5,Direct Commercial Sale,Yes,45,2597,3.8,4.2,No,No,Low,1.0,Stable,No,Medium
